85.0, 99.0, 75.0, 97.0, 82.0, 82.0, 75.0, 82.0, , 1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 3.0, 1.0, , 14.0, 0.0, 24.0, 2.0, 18.0, 16.0, 22.0, 17.0, , 0.0, 0.0, 0.043478260869565216, 0.05263157894736842, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.47, 0.72
81.0, 99.0, 79.0, 99.0, 84.0, 92.0, 72.0, 76.0, , 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, , 19.0, 1.0, 20.0, 1.0, 16.0, 7.0, 27.0, 23.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 1.0, 0.5384615384615384, 0.625, 0.7083333333333334
91.0, 100.0, 84.0, 97.0, 73.0, 77.0, 69.0, 76.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 5.0, , 9.0, 0.0, 16.0, 3.0, 27.0, 21.0, 29.0, 19.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.5, 0.8571428571428571, 0.54, 0.7272727272727273
86.0, 98.0, 92.0, 99.0, 83.0, 86.0, 75.0, 76.0, , 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 3.0, 3.0, , 14.0, 2.0, 8.0, 0.0, 17.0, 13.0, 22.0, 21.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.8888888888888888, 0.5333333333333333, 0.8571428571428571, 0.5714285714285714
85.0, 99.0, 84.0, 98.0, 80.0, 76.0, 68.0, 75.0, , 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 7.0, 7.0, , 15.0, 1.0, 16.0, 0.0, 20.0, 23.0, 25.0, 18.0, , 0.0, 0.0, 0.2857142857142857, 0.375, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.6363636363636364, 0.6666666666666666, 0.36363636363636365, 0.45454545454545453
92.0, 100.0, 82.0, 94.0, 72.0, 85.0, 71.0, 76.0, , 0.0, 0.0, 1.0, 3.0, 0.0, 1.0, 1.0, 6.0, , 8.0, 0.0, 17.0, 3.0, 28.0, 14.0, 28.0, 18.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.7586206896551724, 0.6086956521739131, 0.45555555555555555, 0.4583333333333333
86.0, 99.0, 85.0, 97.0, 80.0, 84.0, 76.0, 77.0, , 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 2.0, , 14.0, 1.0, 13.0, 3.0, 20.0, 16.0, 23.0, 21.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.6153846153846154, 0.53125, 0.4126984126984127
97.0, 97.0, 80.0, 98.0, 79.0, 88.0, 77.0, 74.0, , 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 3.0, , 3.0, 2.0, 20.0, 2.0, 21.0, 11.0, 22.0, 23.0, , 0.0, 0.0, 0.0, 0.11363636363636363, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.07142857142857142, 0.3582089552238806, 0.2857142857142857, 0.6666666666666666
85.0, 99.0, 76.0, 99.0, 75.0, 84.0, 76.0, 76.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 4.0, , 15.0, 1.0, 24.0, 1.0, 25.0, 15.0, 22.0, 20.0, , 0.0, 0.0, 0.1111111111111111, 0.20588235294117646, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.27450980392156865, 0.45454545454545453, 0.4473684210526316
88.0, 99.0, 84.0, 98.0, 76.0, 79.0, 70.0, 71.0, , 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0, 8.0, , 12.0, 0.0, 16.0, 2.0, 24.0, 21.0, 26.0, 21.0, , 0.0, 0.0, 0.13636363636363635, 0.15384615384615385, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.8333333333333334, 0.5789473684210527, 0.75, 0.5714285714285714
