90,91,79,92,83,87,82,60,85,68, ,0,0,0,0,0,0,0,0,1,1, ,10,9,21,8,17,13,18,40,14,31, ,0,0,0.037735849,0.12,0,0,0,0,0,0.039473684, ,0,0,0,0,0.653846154,0.466666667,0,0.347826087,0.3,0.342105263
81,95,84,98,81,89,80,77,81,70, ,0,1,0,0,0,0,1,0,2,0, ,19,4,16,2,19,11,19,23,17,30, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0.8125,0.5,0.217391304,0.571428571,0.425925926,0.628571429
91,100,87,97,79,85,79,67,84,64, ,0,0,0,1,0,1,0,0,0,0, ,9,0,13,2,21,14,21,33,16,36, ,0,0,0,0,0,0,0.064516129,0.022727273,0,0, ,0,0,0,0,0.583333333,0.5,0.225806452,0.227272727,0.181818182,0
93,99,82,97,84,87,78,68,84,71, ,0,0,0,0,0,0,0,0,1,0, ,7,1,18,3,16,13,22,32,15,29, ,0,0,0.111111111,0.074074074,0,0,0,0,0.038461538,0, ,0,0,0,0,0.5625,1,0.642857143,0.333333333,0.5,0.5
86,97,85,96,81,84,83,67,82,68, ,0,0,0,0,0,1,0,0,2,0, ,14,3,15,4,19,15,17,33,16,32, ,0,0,0.033898305,0.037037037,0,0,0,0.086956522,0,0.038461538, ,0,0,0,0,0.5,0.166666667,0.6,0.413043478,0.2,0.461538462
85,95,77,95,82,85,78,73,77,67, ,0,0,0,0,0,0,0,0,0,1, ,15,5,23,5,18,15,22,27,23,32, ,0,0,0.06,0.105263158,0,0,0,0,0.142857143,0.015873016, ,0,0,0,0,0.631578947,0.391304348,0,0.145454545,0.428571429,0.428571429
90,94,83,97,76,88,79,65,80,73, ,0,0,0,0,0,0,1,0,0,0, ,10,6,17,3,24,12,20,35,20,27, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0.268292683,0.111111111,0.513513514,0.5625,0.441176471,0.333333333
85,95,78,96,76,92,71,63,78,68, ,0,0,0,0,0,0,1,0,2,0, ,15,5,22,4,24,8,28,37,20,32, ,0,0,0,0.090909091,0,0,0,0.057142857,0,0, ,0,0,0,0,0.727272727,1,0.65,0.5,0.413793103,0.651162791
89,98,82,99,80,83,80,69,72,71, ,0,0,0,0,0,0,0,0,0,1, ,11,2,18,1,20,17,20,31,28,28, ,0,0,0.166666667,0.14,0,0,0,0.056338028,0.086956522,0, ,0,0,0,0,1,0.194444444,0.666666667,0.323943662,0.652173913,0.219512195
85,96,88,97,77,86,83,69,80,70, ,0,0,0,0,0,0,0,0,0,0, ,15,4,12,3,23,14,17,31,20,30, ,0,0,0,0,0,0,0,0,0,0.05, ,0,0,0,0,0.6,0.685714286,0.576923077,0.5,0.666666667,0.15
86,97,81,99,78,91,75,68,69,69, ,0,0,0,0,0,0,0,0,0,0, ,14,3,19,1,22,9,25,32,31,31, ,0,0,0,0,0,0,0,0,0.05,0, ,0,0,0,0,0.090909091,1,0.666666667,0,0.65,0.358974359
90,100,87,95,80,87,79,71,82,73, ,0,0,0,0,0,0,0,0,0,0, ,10,0,13,5,20,13,21,29,18,27, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0.692307692,1,0.583333333,0.421875,0.421052632,0.685714286
83,96,87,95,83,85,85,65,80,69, ,0,0,0,0,0,0,0,0,2,1, ,17,4,13,5,17,15,15,35,18,30, ,0,0,0,0,0,0,0,0.111111111,0,0, ,0,0,0,0,1,0.789473684,0,0.333333333,0.461538462,0.351851852
79,97,80,91,86,80,74,76,77,67, ,0,0,0,0,0,0,0,0,0,0, ,21,3,20,9,14,20,26,24,23,33, ,0,0,0,0,0,0,0,0.166666667,0,0, ,0,0,0,0,0.354166667,1,0.35,0,0.617647059,0
91,97,74,98,80,89,77,65,74,69, ,0,0,0,0,0,0,0,0,0,0, ,9,3,26,2,20,11,23,35,26,31, ,0,0,0,0,0,0,0,0,0,0.071428571, ,0,0,0,0,0.533333333,0.75,0,0.416666667,0.42962963,0.4
86,97,85,94,78,92,80,71,79,70, ,0,1,0,1,0,0,0,0,0,1, ,14,2,15,5,22,8,20,29,21,29, ,0,0,0.043478261,0,0,0,0,0.021276596,0,0, ,0,0,0,0,0.5,0.611111111,0.5,0.29787234,0,0
83,96,91,95,82,81,72,66,76,66, ,0,0,0,1,0,0,0,0,0,0, ,17,4,9,4,18,19,28,34,24,34, ,0,0,0.03030303,0.090909091,0,0,0,0,0,0, ,0,0,0,0,0.7,0.857142857,0.785714286,0.428571429,0.541666667,0.372881356
92,96,90,95,72,84,73,61,84,64, ,0,1,0,0,0,0,1,0,0,0, ,8,3,10,5,28,16,26,39,16,36, ,0,0,0,0.153846154,0,0,0,0.12,0,0, ,0,0,0,0,0.76,0.428571429,0.75,0.6,0.5,0.444444444
83,96,87,98,89,85,80,66,75,71, ,0,0,0,0,0,0,0,0,0,0, ,17,4,13,2,11,15,20,34,25,29, ,0,0,0.153846154,0.277777778,0,0,0.043478261,0.081967213,0.041666667,0, ,0,0,0,0,0.555555556,0.615384615,0.782608696,0.459016393,0.125,0.16
89,96,81,96,85,79,79,74,78,73, ,0,0,0,0,0,0,0,0,1,0, ,11,4,19,4,15,21,21,26,21,27, ,0,0,0,0,0,0,0,0,0.03030303,0, ,0,0,0,0,0.5,1,0.482758621,0.333333333,0.545454545,0.142857143
90,97,81,98,84,78,82,65,84,59, ,0,0,0,0,0,0,0,1,0,0, ,10,3,19,2,16,22,18,34,16,41, ,0,0,0.0625,0.111111111,0,0,0.075,0,0.057142857,0, ,0,0,0,0,0.25,0.888888889,0.25,0.578947368,0.771428571,0.5
87,98,82,95,81,87,71,74,79,68, ,0,0,0,1,0,0,1,0,1,0, ,13,2,18,4,19,13,28,26,20,32, ,0,0,0,0,0,0,0,0,0.016806723,0, ,0,0,0,0,0.5,0.571428571,0.722222222,0.5,0.537815126,0.490196078
89,97,88,89,71,88,75,79,83,70, ,0,0,0,1,0,0,0,0,1,0, ,11,3,12,10,29,12,25,21,16,30, ,0,0,0,0.066666667,0,0,0,0,0,0, ,0,0,0,0,0.176470588,0.16,0,0.409090909,0.625,0.1875
88,98,83,94,78,86,80,70,81,74, ,0,0,0,0,0,0,0,0,0,0, ,12,2,17,6,22,14,20,30,19,26, ,0,0,0.074074074,0,0,0,0,0.088888889,0,0, ,0,0,0,0,0.5,1,0.666666667,0.577777778,0.666666667,0.473684211
84,96,86,96,82,86,82,64,76,67, ,0,0,0,0,0,0,0,0,0,1, ,16,4,14,4,18,14,18,36,24,32, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0.625,0.333333333,0.363636364,0.194444444,0.416666667,0.427480916
91,95,86,89,91,87,74,62,81,67, ,0,0,0,0,0,0,0,0,0,0, ,9,5,14,11,9,13,26,38,19,33, ,0,0,0,0.117647059,0,0,0,0,0,0, ,0,0,0,0,0.807692308,1,0.676470588,0,0.5,0.446808511
84,97,82,92,83,87,85,71,86,71, ,0,0,0,0,0,0,0,0,0,0, ,16,3,18,8,17,13,15,29,14,29, ,0,0,0.2,0,0,0,0.037037037,0,0.043478261,0.027777778, ,0,0,0,0,0.653846154,1,0.62962963,0.4,0.608695652,0.333333333
87,92,79,97,79,86,82,66,81,64, ,0,0,0,0,0,0,1,0,0,0, ,13,8,21,3,21,14,17,34,19,36, ,0,0,0.1,0.036363636,0,0,0,0.153846154,0.014084507,0, ,0,0,0,0,0.909090909,0.59375,0.625,0.076923077,0.492957746,0.9
87,97,83,95,78,86,79,73,77,74, ,0,0,0,0,0,0,1,0,0,0, ,13,3,17,5,22,14,20,27,23,26, ,0,0,0.105263158,0,0,0,0.076923077,0,0,0.028985507, ,0,0,0,0,0.454545455,0.5,0.615384615,0.75,0.559322034,0.536231884
87,96,87,94,80,84,76,73,81,67, ,0,0,0,1,0,0,0,0,1,0, ,13,4,13,5,20,16,24,27,18,33, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0.517241379,0.5,0,0.440677966,0.666666667,0.45
87.03333333,96.36666667,83.5,95.3,80.63333333,85.8,78.43333333,68.6,79.53333333,68.73333333,,0,0.1,0,0.2,0,0.066666667,0.233333333,0.033333333,0.466666667,0.2,,12.96666667,3.533333333,16.5,4.5,19.36666667,14.13333333,21.33333333,31.36666667,20,31.06666667,,0,0,0.039295887,0.047386829,0,0,0.009898483,0.03223071,0.017391908,0.00906667,,0,0,0,0,0.580649433,0.653833067,0.451441661,0.371444415,0.47824446,0.379225109
3.418845675,1.920548293,3.989209584,2.614943792,4.270858214,3.356927988,3.918860965,4.825221096,3.963047707,3.341828256,,0,0.305128577,0,0.406838102,0,0.253708132,0.430183067,0.182574186,0.730296743,0.406838102,,3.418845675,1.925031721,3.989209584,2.542738139,4.270858214,3.339763912,3.817684199,4.802896636,4.185360364,3.362401988,,0,0,0.057811336,0.067946486,0,0,0.02350876,0.051400165,0.032782157,0.018603934,,0,0,0,0,0.217981381,0.296897635,0.274663292,0.190095389,0.17631281,0.208367472
